;age;sex;;t3;t1;t8;t2;t13;l1;;;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;t7;;;;y5
2020-08-28 15:54;4;2;2;5;5;5;4;5;4;5;5;3;5;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;5;1
2020-08-27 13:58;5;2;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-29 15:14;5;2;6;5;5;4;4;5;3;3;3;5;5;3;5;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;6;5;3
2020-08-28 14:14;2;1;3;5;4;4;4;4;5;5;5;3;2;3;3;3;2;4;4;;;;;;;;;;;;;;;2;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-08-31 08:56;4;2;6;4;4;4;4;4;3;3;4;4;3;3;2;2;2;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-08-31 11:57;5;2;6;5;5;4;4;4;3;3;2;4;5;5;3;5;3;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 13:38;4;1;2;5;5;4;4;5;5;5;5;3;3;3;3;3;5;3;4;;;;;;;;;;;;;;;2;2;2;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-31 11:32;1;2;2;3;3;3;2;4;1;2;2;3;1;3;2;6;2;2;1;1;2;;4;5;6;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;3;3;2;3;4
2020-08-27 10:43;3;1;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 10:02;4;1;5;5;5;5;5;4;2;3;1;5;4;4;3;3;4;5;5;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;2;2;;;;;;5;4;5;4;1
2020-08-28 13:22;2;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;4;5;1
2020-08-28 17:02;2;2;4;3;3;3;3;5;3;3;4;5;2;2;4;4;1;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;5;5;5;1
2020-08-30 18:24;4;2;6;3;3;3;3;3;3;3;3;3;3;2;1;4;3;4;4;;;;;;;;;;;;;;;1;3;2;3;2;2;;;;;;2;2;;;;;;3;3;4;4;4
2020-08-28 14:53;2;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 15:07;3;2;2;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;1;;2;3;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;5;5;4
2020-09-01 09:02;4;2;3;4;4;4;3;3;2;1;1;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;3;2;2;2;2;2;;;;;;2;2;;;;;;3;3;3;4;1
2020-08-27 13:36;1;2;1;4;4;3;4;5;4;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;3;5;4
2020-09-01 18:21;3;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-02 09:33;5;2;6;4;4;3;3;5;3;4;3;2;4;3;3;3;3;3;2;;2;;4;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;3
2020-08-27 12:18;2;1;4;5;5;5;5;3;3;5;3;6;4;5;3;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;4
2020-08-28 16:01;1;2;3;5;5;3;4;5;3;3;4;5;5;3;3;3;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 08:49;2;2;3;4;4;4;4;3;3;4;4;3;4;4;3;5;5;4;4;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-08-28 06:59;4;2;5;4;4;3;3;4;2;2;2;3;2;3;2;3;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;3;3;3;4
2020-08-31 13:59;5;2;2;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-31 11:02;5;1;6;4;4;4;4;5;4;4;4;3;3;3;3;3;3;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;3
2020-08-31 07:36;3;1;2;4;3;4;4;3;4;4;4;2;2;4;6;4;3;5;4;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;3;4;2;4;2
2020-08-31 09:41;4;1;2;4;5;4;4;5;4;3;4;4;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;3;4;4;4;1
2020-08-28 15:14;4;2;6;5;5;4;4;5;4;4;5;4;3;3;5;4;4;3;2;;2;3;;;;7;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-28 15:03;4;2;4;4;4;4;3;5;4;4;4;5;3;1;4;4;3;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-02 13:31;1;2;3;4;5;3;3;5;2;5;5;3;3;2;2;3;2;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;4;2;3;2
2020-08-28 13:51;4;2;4;5;5;5;4;5;3;3;4;3;3;3;3;2;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;4;5;5;1
2020-08-28 09:19;3;2;1;5;5;5;5;5;3;5;5;5;5;5;3;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 16:38;2;2;2;4;4;4;4;4;2;3;3;3;2;3;2;3;3;3;3;;;;;;;;;;;;;;;2;2;1;1;1;1;;2;;;2;2;2;;;;;;4;4;3;3;4
2020-09-01 08:00;5;1;6;5;5;5;4;5;4;5;5;6;4;4;4;4;4;5;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;6;5;4
2020-08-31 09:35;4;2;6;3;4;3;2;5;5;5;5;2;3;3;1;1;3;3;2;;;;4;5;6;;;;;;;;;1;2;1;3;2;1;;2;;;1;2;2;;;;;;2;2;2;2;2
2020-08-31 13:17;2;2;4;4;4;3;4;4;3;3;4;4;2;3;4;4;5;5;5;;;;;;;;;;;;;;;1;2;2;2;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-31 11:44;1;2;2;5;5;5;5;4;5;5;5;5;5;5;5;5;5;2;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;4;5;1
2020-09-01 17:09;4;2;2;4;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 16:57;3;2;5;5;5;5;5;5;3;5;4;4;4;4;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-27 14:57;2;2;4;5;5;5;3;3;4;4;3;4;3;3;3;4;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;5;5;1
2020-08-28 09:42;3;2;6;5;4;5;5;5;4;4;3;4;5;5;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 10:53;2;2;1;4;4;4;4;4;3;4;3;6;6;3;6;4;4;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;3;4;1
2020-08-31 10:20;5;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;6;5;3
2020-09-01 10:42;4;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-27 13:08;5;2;6;5;5;5;4;4;4;4;4;4;4;4;4;4;4;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;1;4;3
2020-08-31 09:45;4;1;3;3;4;1;3;3;3;4;3;3;3;2;2;3;2;4;5;;;;;;;;;;;;;;;2;3;1;3;1;1;1;2;;;2;2;2;;;;;;2;4;6;3;4
2020-08-27 12:02;3;1;2;4;4;4;2;4;2;1;1;4;4;4;2;3;3;2;2;;;;4;;;7;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;1;3;3;1
2020-08-28 14:57;2;1;2;5;5;4;5;4;5;5;5;4;4;5;4;5;4;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 14:51;1;2;3;4;5;4;4;4;3;4;4;4;4;2;4;4;5;3;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;3;4;4
2020-08-27 12:13;3;2;6;5;4;5;3;3;2;3;3;4;2;4;3;3;4;4;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;4;3;5;4;1
2020-08-31 10:54;3;2;6;5;5;5;4;4;5;5;5;5;5;2;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;3;1;1;2;;;1;2;2;;;;;;5;5;5;5;1
2020-09-02 06:34;4;2;6;4;4;4;4;4;3;4;4;4;4;4;3;3;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-08-28 15:08;3;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 15:36;4;1;6;4;4;4;3;3;3;4;4;4;3;3;3;3;3;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-31 13:16;2;2;3;3;3;2;2;4;2;4;4;1;2;2;1;2;2;3;3;;;;;;;;;;;;;;;3;2;2;3;1;2;;;;;;2;2;;;;;;3;1;4;4;2
2020-08-29 16:38;3;2;6;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-29 16:27;2;2;2;5;5;5;5;4;5;5;5;5;5;5;6;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 14:43;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 08:16;3;2;2;5;5;5;5;5;5;5;5;5;5;4;3;5;5;3;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;4;4;1
2020-09-01 09:39;4;2;2;4;4;4;4;4;4;4;4;3;4;4;3;4;3;4;4;;;;;;;;;;;;;;;3;3;1;1;2;2;;;;;;2;2;;;;;;3;4;4;4;1
2020-08-27 11:13;4;2;6;5;5;5;4;4;5;5;5;5;5;5;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 12:44;5;2;6;5;4;4;4;5;3;4;3;3;3;4;3;4;4;4;4;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;4;4;5;5;1
2020-08-31 07:44;6;2;6;4;4;4;4;5;4;5;4;4;3;3;3;4;4;4;3;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;2;2;;;;;;4;4;6;4;4
2020-08-28 15:03;2;2;2;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 07:56;5;1;6;5;5;4;4;5;5;5;5;5;5;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;2;2;;;;;;5;5;1;5;3
2020-08-31 14:45;1;2;1;4;3;3;2;3;2;4;5;2;3;4;1;4;4;4;4;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;2;;;;;;3;4;6;4;2
2020-08-28 15:00;1;2;2;3;5;3;3;5;4;5;5;3;3;4;4;4;3;5;5;;;;;;;;;;;;;;;2;1;1;1;2;2;;;;;;2;2;;;;;;3;4;1;3;2
2020-08-28 10:43;4;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 15:39;5;2;6;5;5;4;4;5;3;4;4;5;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;1;5;3
2020-09-01 17:47;3;1;2;4;4;4;4;5;5;5;5;3;4;4;3;4;4;5;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;3;3;4
2020-09-02 10:00;5;2;6;5;5;5;5;4;4;4;4;4;4;4;3;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;2;4;2
2020-09-02 10:28;5;1;4;5;5;5;5;4;3;4;3;4;5;4;4;5;6;5;4;;;;;;;;;;;;;;;1;2;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-01 07:29;4;2;5;5;5;4;4;5;5;5;5;4;5;4;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;4;4;4
2020-09-01 16:16;4;2;3;5;5;5;5;5;5;5;5;5;4;5;4;5;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-01 08:40;2;2;3;4;3;3;3;4;3;4;4;3;4;4;3;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-27 15:58;4;2;5;5;5;5;5;4;5;5;5;5;4;4;5;4;5;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-01 08:40;3;2;4;5;5;4;4;5;4;4;6;2;3;3;3;4;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;5;4
2020-08-28 10:47;2;2;3;5;5;5;4;5;5;5;5;5;3;3;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-08-31 11:51;4;1;5;4;4;2;2;4;2;3;2;2;2;4;1;3;2;4;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-31 08:02;4;2;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-08-31 14:00;4;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-28 08:48;4;1;4;4;5;4;4;5;4;4;5;4;4;4;3;4;4;5;4;;;;;;;;;;;;;;;1;2;1;3;2;1;;2;;;1;2;2;;;;;;3;5;5;5;1
2020-09-01 09:11;2;2;2;5;5;4;4;5;5;5;5;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;6;6;4
2020-08-27 17:32;4;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-08-31 11:23;4;2;2;3;4;3;3;5;3;4;4;3;3;3;3;3;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;3;3;4
2020-08-31 11:33;5;2;4;4;4;4;4;3;3;3;3;3;3;3;3;4;3;2;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-01 09:55;4;1;2;5;5;5;5;5;5;5;5;5;3;3;3;3;3;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-02 09:08;2;2;4;4;4;4;4;3;3;4;4;4;3;3;4;4;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;5;5;1
2020-08-28 15:06;1;2;2;4;5;3;4;5;5;5;5;3;3;5;5;3;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;4;2;5;2
2020-09-01 07:36;5;1;2;5;5;5;4;5;5;5;5;6;6;6;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;4;5;4;1
2020-08-28 15:00;2;2;1;4;5;4;3;4;3;4;4;4;3;3;3;3;4;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;4;4;1
2020-08-28 15:05;4;2;6;5;3;4;2;5;3;3;2;3;3;4;2;2;2;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;2;4;4;4
2020-09-07 07:34;5;2;6;5;5;5;4;4;3;5;4;5;5;5;5;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 16:22;2;2;4;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;4;4;1
2020-09-04 13:02;2;2;2;5;3;4;3;4;4;4;4;2;2;4;1;3;3;4;3;;;;;;;;;;;;;;;1;2;2;3;1;3;;;;;;2;2;;;;;;4;3;6;3;4
2020-09-04 07:42;1;2;2;4;4;2;3;3;2;4;3;3;3;3;4;4;3;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;3;6;3;4
2020-09-09 07:11;2;1;3;5;5;4;4;4;3;4;4;4;4;4;3;4;5;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-09 17:24;2;2;2;4;3;3;3;4;2;3;2;3;2;3;2;3;3;3;3;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;3;3;6;4;4
2020-09-04 07:58;3;2;5;4;4;4;2;5;4;4;5;3;4;3;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;5;4;1
2020-09-04 09:52;4;1;2;4;4;4;3;3;2;3;3;4;3;4;3;4;3;4;3;;;;;;;;;;;;;;;2;2;1;2;1;1;;2;;;1;2;2;;;;;;4;4;6;5;1
2020-09-08 07:43;3;1;4;5;5;5;4;5;4;5;5;5;4;4;4;5;5;5;3;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;2;2;;;;;;5;5;5;5;4
2020-09-10 07:30;1;2;2;4;5;4;4;4;4;5;5;4;4;5;4;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;4;4;1
2020-09-03 11:19;2;1;2;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 17:03;4;2;6;5;5;4;4;4;3;4;4;3;3;3;2;3;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-04 15:58;4;1;1;5;5;5;5;5;4;5;5;5;5;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 07:00;2;2;4;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 07:43;4;1;6;5;5;5;4;5;5;5;5;3;4;5;4;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;5;1
2020-09-04 07:53;5;1;1;4;4;4;4;4;4;4;3;4;3;4;3;3;3;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;3
2020-09-09 11:37;2;1;2;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;3;4;1
2020-09-04 15:19;2;1;3;4;5;3;3;3;2;3;2;4;3;3;2;2;2;5;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;5;3;5;2
2020-09-09 08:23;3;2;5;4;4;4;4;5;2;4;3;3;2;3;2;3;3;3;2;1;;3;4;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;3;3;3;4
2020-09-03 14:24;3;2;2;3;4;3;2;5;1;3;3;3;2;2;1;3;2;5;3;;;;;;;;;;;;;;;1;2;1;2;3;2;;;;;;2;2;;;;;;3;2;1;2;2
2020-09-10 07:49;3;2;2;5;5;5;5;5;5;5;5;5;5;4;6;6;6;3;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 14:55;2;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;1;2;2;;;;;;5;5;5;5;1
2020-09-07 09:37;2;2;3;4;4;3;3;5;4;5;5;4;3;4;3;3;3;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-09-05 10:18;1;1;1;3;3;2;4;4;2;4;4;3;3;3;3;3;2;4;4;;;;;;;;;;;;;;;2;2;1;3;2;2;;;;;;2;2;;;;;;1;4;6;4;4
2020-09-03 18:29;3;1;5;3;3;3;2;4;4;4;3;5;5;4;4;4;4;5;4;;;;;;;;;;;;;;;2;2;1;2;1;1;;2;;;2;2;2;;;;;;4;3;5;4;1
2020-09-04 21:17;3;2;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;1;2;;;;;;5;5;5;5;1
2020-09-09 14:48;1;2;2;5;5;4;3;5;4;5;5;3;4;4;4;3;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;5;3;5;4
2020-09-09 10:20;4;2;6;4;4;5;4;5;4;4;4;3;3;4;4;3;2;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;5;5;5;4
2020-09-04 11:07;4;2;3;4;5;5;5;4;4;4;5;3;3;3;3;4;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;6;5;4
2020-09-07 10:43;4;2;6;5;4;5;4;4;4;4;4;4;3;4;5;5;5;5;3;;;;;;;;;;;;;;;2;2;2;2;1;2;;;;;;2;2;;;;;;4;4;6;4;4
2020-09-08 14:25;4;2;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;3;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-10 07:28;3;2;4;4;5;4;4;5;5;5;5;4;4;3;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 07:44;1;2;2;3;3;3;2;3;1;2;2;3;3;4;1;2;3;2;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;3;2;4;1
2020-09-09 16:03;3;2;3;5;5;5;4;5;5;5;4;5;4;3;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-04 07:41;4;2;3;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-07 07:55;3;2;6;5;5;5;3;3;3;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-07 09:02;2;2;5;5;5;5;5;5;5;5;5;4;4;2;4;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-07 07:36;4;2;4;3;4;3;4;5;3;4;3;2;4;4;3;3;2;5;5;;;;;;;;;;;;;;;2;3;1;3;2;2;;;;;;2;2;;;;;;3;4;4;4;4
2020-09-04 07:43;3;1;2;5;5;5;5;4;3;4;3;4;4;4;3;3;4;2;2;;2;3;4;5;;;;;;;;;;2;2;1;1;2;1;;2;;;2;2;2;;;;;;4;5;5;5;1
2020-09-04 10:48;3;2;3;4;4;4;5;4;5;5;5;4;4;5;4;5;5;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-10 07:52;1;1;2;4;5;4;5;5;4;4;4;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;3;3;3;3;1;2;;;;;;2;2;;;;;;4;4;4;5;1
2020-09-03 10:00;2;2;1;5;4;5;6;5;6;4;5;5;6;5;6;5;6;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;5;5;6;4;4
2020-09-09 15:55;5;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 17:21;4;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 19:52;4;2;6;4;4;4;4;5;4;4;3;4;5;4;5;4;4;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-09-06 09:44;1;1;2;4;4;4;3;4;3;3;3;3;3;3;3;3;4;4;5;;;;;;;;;;;;;;;2;1;2;2;2;1;1;2;;;2;2;2;;;;;;3;3;2;4;4
2020-09-04 09:30;3;2;2;5;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;4;5;1
2020-09-03 16:16;3;2;1;5;5;5;4;4;4;5;5;4;4;4;4;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;4;4
